ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.78227,44.53903,2211.55,674.08
2,-72.78273,44.53877,2201.05,670.88
3,-72.78298,44.53863,2180.87,664.73
4,-72.78315,44.53847,2158.23,657.83
5,-72.78329,44.53829,2132.32,649.93
6,-72.78344,44.53801,2087.2,636.18
