ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.79768,44.52255,2895.44,882.53
2,-72.79704,44.52243,2844.59,867.03
3,-72.79617,44.52231,2766.04,843.09
4,-72.79576,44.52237,2733.23,833.09
5,-72.79536,44.52243,2697.77,822.28
6,-72.79509,44.52257,2656.73,809.77
7,-72.79496,44.52264,2631.53,802.09
8,-72.79412,44.52286,2509.09,764.77
9,-72.79313,44.52313,2391.01,728.78
10,-72.79281,44.52322,2356.27,718.19
11,-72.79266,44.52329,2333.07,711.12
12,-72.79192,44.52364,2231.96,680.3
13,-72.79119,44.52404,2128.38,648.73
