ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.78711,44.52401,1891.6,576.56
2,-72.78676,44.52417,1873.85,571.15
3,-72.78623,44.52463,1810.6,551.87
4,-72.78522,44.52563,1723.56,525.34
5,-72.78473,44.52611,1683.53,513.14
6,-72.78445,44.52636,1660.5,506.12
7,-72.78425,44.52642,1649.21,502.68
8,-72.78392,44.52646,1633.92,498.02
9,-72.78356,44.52656,1617.39,492.98
10,-72.78342,44.52668,1600.98,487.98
11,-72.78337,44.52686,1585.76,483.34
12,-72.78333,44.52721,1559.45,475.32
13,-72.78342,44.52759,1547.8,471.77
