ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.80066,44.52122,3122.41,951.71
2,-72.80027,44.52112,3102.17,945.54
3,-72.79998,44.52113,3081.82,939.34
4,-72.79962,44.52123,3047.51,928.88
5,-72.79934,44.52125,3011.22,917.82
6,-72.79909,44.52119,2983.14,909.26
7,-72.79875,44.52117,2948.36,898.66
8,-72.79847,44.52128,2928.81,892.7
9,-72.79818,44.5215,2897.74,883.23
10,-72.79758,44.52175,2857.45,870.95
11,-72.79736,44.52186,2840.45,865.77
12,-72.79697,44.52188,2806.27,855.35
13,-72.79654,44.52186,2772.31,845
14,-72.79617,44.52171,2732.81,832.96
15,-72.79584,44.52144,2706.2,824.85
16,-72.79579,44.5214,2703.61,824.06
17,-72.79554,44.5212,2689.27,819.69
