ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.78236,44.53464,1879.46,572.86
2,-72.78244,44.53416,1845.21,562.42
3,-72.78251,44.53381,1813.88,552.87
4,-72.78258,44.53339,1778.51,542.09
5,-72.78254,44.53301,1730.61,527.49
6,-72.78242,44.53267,1671,509.32
7,-72.78227,44.53224,1614.34,492.05
8,-72.7821,44.53184,1569.65,478.43
