ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.7813,44.55128,3207.64,977.69
2,-72.78115,44.55134,3206.33,977.29
3,-72.78059,44.55144,3182.48,970.02
4,-72.78023,44.55137,3165.94,964.98
5,-72.77993,44.55123,3159.19,962.92
6,-72.77979,44.55116,3156.63,962.14
7,-72.77876,44.55095,3113.94,949.13
8,-72.77807,44.55069,3067.16,934.87
9,-72.7774,44.55046,3025.49,922.17
10,-72.77727,44.55041,3017.06,919.6
11,-72.77719,44.55035,3005.48,916.07
12,-72.77717,44.55027,2997.47,913.63
13,-72.77722,44.55012,2982.84,909.17
14,-72.77722,44.55003,2969.09,904.98
15,-72.77718,44.54996,2960.14,902.25
16,-72.7771,44.54992,2955.94,900.97
17,-72.77682,44.54986,2947.67,898.45
18,-72.77653,44.5498,2925.69,891.75
19,-72.77639,44.54975,2915.75,888.72
20,-72.77632,44.54968,2909.32,886.76
21,-72.77629,44.54955,2900.23,883.99
22,-72.77629,44.54941,2892.06,881.5
23,-72.77641,44.54903,2859.78,871.66
24,-72.77648,44.54872,2830.05,862.6
25,-72.77652,44.54839,2799.74,853.36
26,-72.77655,44.54829,2790.85,850.65
27,-72.77663,44.5482,2783.4,848.38
28,-72.77683,44.54808,2771.72,844.82
29,-72.77706,44.548,2764.53,842.63
30,-72.77749,44.54792,2748.16,837.64
31,-72.77779,44.54787,2736.61,834.12
32,-72.77801,44.54779,2732.25,832.79
33,-72.77823,44.54764,2719.91,829.03
34,-72.7784,44.54748,2714.96,827.52
35,-72.77873,44.54708,2687.93,819.28
36,-72.77877,44.54696,2684.78,818.32
37,-72.77876,44.54683,2679.3,816.65
38,-72.77853,44.54654,2665.29,812.38
39,-72.7783,44.54629,2647.05,806.82
40,-72.7782,44.54619,2636.78,803.69
