ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.80318,44.52352,3339.01,1017.73
2,-72.80305,44.52363,3325.1,1013.49
3,-72.80307,44.52375,3310.14,1008.93
4,-72.80316,44.524,3287.93,1002.16
5,-72.8033,44.52424,3269.06,996.41
6,-72.8034,44.52442,3248.26,990.07
7,-72.80359,44.52475,3208.27,977.88
8,-72.80391,44.525,3195.01,973.84
