ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.79281,44.51979,2498.03,761.4
2,-72.79236,44.52013,2464.11,751.06
3,-72.79188,44.52051,2407.35,733.76
4,-72.79105,44.52143,2295.41,699.64
5,-72.79058,44.52174,2264.7,690.28
6,-72.79014,44.52184,2232.22,680.38
7,-72.79001,44.52184,2221.72,677.18
8,-72.78933,44.52184,2200.07,670.58
9,-72.78861,44.52183,2135.37,650.86
10,-72.78807,44.52191,2111.25,643.51
11,-72.7877,44.52199,2085.66,635.71
12,-72.78736,44.52218,2041.04,622.11
13,-72.7869,44.52253,1981.43,603.94
