ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.80828,44.52403,3610.63,1100.52
2,-72.80855,44.52406,3606.66,1099.31
3,-72.80878,44.52413,3594.46,1095.59
4,-72.80894,44.52415,3589.34,1094.03
5,-72.809,44.52407,3585.66,1092.91
6,-72.80898,44.52402,3583.37,1092.21
7,-72.80894,44.52389,3579.95,1091.17
8,-72.80859,44.52357,3558.07,1084.5
9,-72.80842,44.5234,3542.42,1079.73
10,-72.80818,44.52321,3530.15,1075.99
11,-72.80783,44.52306,3523.29,1073.9
12,-72.80757,44.52303,3514.07,1071.09
13,-72.80734,44.52304,3504.33,1068.12
14,-72.80712,44.52309,3495.01,1065.28
15,-72.80667,44.52321,3477.66,1059.99
16,-72.8062,44.52329,3462.11,1055.25
17,-72.80568,44.52331,3439.5,1048.36
18,-72.80523,44.52335,3420.47,1042.56
19,-72.80461,44.52336,3395.87,1035.06
20,-72.80435,44.52334,3385.99,1032.05
21,-72.80412,44.52332,3377.23,1029.38
22,-72.80359,44.52333,3359.15,1023.87
23,-72.80316,44.52334,3340.22,1018.1
24,-72.8029,44.52334,3327.76,1014.3
25,-72.80257,44.52331,3319.98,1011.93
26,-72.80229,44.52328,3316.9,1010.99
27,-72.80198,44.5232,3310.3,1008.98
28,-72.80182,44.52312,3306.14,1007.71
29,-72.80166,44.52301,3302.33,1006.55
30,-72.80155,44.52291,3301.35,1006.25
31,-72.80144,44.52281,3291.77,1003.33
32,-72.80138,44.52271,3286.48,1001.72
33,-72.80138,44.52265,3285.89,1001.54
34,-72.80144,44.52257,3285.11,1001.3
35,-72.80159,44.52251,3282.55,1000.52
36,-72.80173,44.52247,3279.59,999.62
37,-72.80189,44.52245,3277.17,998.88
38,-72.8021,44.52244,3273.82,997.86
39,-72.80227,44.52243,3270.05,996.71
40,-72.80239,44.52245,3266.93,995.76
41,-72.8025,44.52247,3263.16,994.61
42,-72.8026,44.52252,3259.65,993.54
43,-72.80269,44.52254,3257.68,992.94
44,-72.80279,44.52254,3256.73,992.65
45,-72.80288,44.52253,3255.15,992.17
46,-72.80299,44.52252,3252.76,991.44
47,-72.80312,44.5225,3250.13,990.64
48,-72.80322,44.52248,3248.46,990.13
49,-72.8033,44.52245,3245.6,989.26
50,-72.80337,44.52243,3242.95,988.45
51,-72.80347,44.52241,3237.76,986.87
52,-72.80355,44.52239,3232.51,985.27
53,-72.80362,44.52236,3229.86,984.46
54,-72.80363,44.5223,3226.94,983.57
55,-72.80355,44.52227,3225.07,983
56,-72.80343,44.52226,3222.61,982.25
57,-72.80327,44.52225,3220.34,981.56
58,-72.80313,44.52223,3219.19,981.21
59,-72.80304,44.52221,3216.96,980.53
60,-72.80295,44.52221,3214.76,979.86
61,-72.80288,44.5222,3212.01,979.02
62,-72.80279,44.52212,3202.43,976.1
63,-72.80281,44.52204,3191.7,972.83
64,-72.8029,44.52201,3187.2,971.46
65,-72.80297,44.52198,3184.22,970.55
66,-72.80309,44.52196,3180.35,969.37
67,-72.80326,44.52193,3174.8,967.68
68,-72.80339,44.52189,3168.37,965.72
69,-72.80367,44.5218,3157.35,962.36
70,-72.80383,44.52176,3153.74,961.26
71,-72.80401,44.52169,3148.16,959.56
72,-72.80419,44.52156,3141.08,957.4
73,-72.8043,44.5215,3134.78,955.48
74,-72.80441,44.52142,3129.1,953.75
75,-72.80446,44.52137,3125.95,952.79
76,-72.80451,44.5213,3120.6,951.16
77,-72.8045,44.52124,3118.5,950.52
78,-72.80437,44.52118,3110.11,947.96
79,-72.80419,44.52115,3101.9,945.46
80,-72.80402,44.52111,3087.7,941.13
81,-72.80368,44.52107,3077.62,938.06
82,-72.80343,44.52104,3067.32,934.92
83,-72.80327,44.52101,3054.89,931.13
84,-72.80314,44.521,3051.02,929.95
85,-72.80299,44.52099,3049.02,929.34
86,-72.80283,44.52095,3041.9,927.17
87,-72.80268,44.52089,3035.6,925.25
88,-72.80252,44.52082,3026.18,922.38
89,-72.80236,44.52076,3022.9,921.38
90,-72.80223,44.52069,3015.22,919.04
91,-72.80208,44.52061,3010.99,917.75
92,-72.80183,44.5205,3001.61,914.89
93,-72.80173,44.52046,2999.28,914.18
94,-72.8016,44.5204,2991.54,911.82
95,-72.80117,44.52025,2976.8,907.33
96,-72.80102,44.52019,2966.31,904.13
97,-72.80082,44.52013,2962.04,902.83
