ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.79475,44.52038,2639.86,804.63
2,-72.79419,44.52039,2600.36,792.59
3,-72.79372,44.52052,2558.17,779.73
4,-72.79335,44.52071,2526.74,770.15
5,-72.79301,44.52085,2497.61,761.27
6,-72.79283,44.52089,2484.65,757.32
