ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.80804,44.5238,3604.46,1098.64
2,-72.80711,44.52404,3582.35,1091.9
3,-72.8068,44.52412,3564.83,1086.56
4,-72.80653,44.5242,3543.31,1080
5,-72.806,44.52421,3511.38,1070.27
6,-72.80504,44.52395,3458.46,1054.14
7,-72.80486,44.5239,3448.13,1050.99
8,-72.80318,44.52352,3339.01,1017.73
9,-72.80277,44.52342,3322.18,1012.6
10,-72.80241,44.52341,3312.53,1009.66
11,-72.80205,44.52333,3304.27,1007.14
12,-72.80171,44.52327,3291.4,1003.22
13,-72.80132,44.5231,3275.69,998.43
14,-72.8013,44.52309,3274.38,998.03
15,-72.80102,44.52293,3259.68,993.55
16,-72.80097,44.52284,3253.84,991.77
17,-72.80082,44.5224,3219.19,981.21
18,-72.80084,44.52204,3195.18,973.89
19,-72.80099,44.52154,3164.5,964.54
