ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.7782,44.54619,2636.78,803.69
2,-72.77787,44.5463,2607.32,794.71
3,-72.77752,44.54641,2591.6,789.92
4,-72.7771,44.54631,2561.02,780.6
5,-72.77645,44.54607,2511.38,765.47
6,-72.77626,44.54582,2488.16,758.39
7,-72.77601,44.54554,2466.34,751.74
8,-72.77575,44.54529,2440.19,743.77
9,-72.77564,44.54513,2428.97,740.35
10,-72.77562,44.54472,2398.49,731.06
11,-72.77565,44.54436,2378.64,725.01
12,-72.77581,44.54406,2360.04,719.34
13,-72.77592,44.54375,2348.79,715.91
14,-72.77605,44.54352,2334.38,711.52
15,-72.77618,44.5434,2322.05,707.76
16,-72.77652,44.54321,2310.01,704.09
17,-72.77633,44.54316,2299.84,700.99
18,-72.77601,44.5432,2281.2,695.31
19,-72.77552,44.54323,2262.14,689.5
20,-72.77496,44.54314,2224.41,678
21,-72.7747,44.54304,2207.78,672.93
22,-72.77453,44.54284,2188.58,667.08
23,-72.77454,44.54265,2172.64,662.22
24,-72.77451,44.54223,2141.47,652.72
25,-72.77435,44.54193,2124.54,647.56
26,-72.77427,44.54163,2106.4,642.03
27,-72.77445,44.5414,2087.5,636.27
28,-72.77466,44.54125,2075.59,632.64
29,-72.77472,44.54115,2067.29,630.11
30,-72.77486,44.54094,2034.78,620.2
