ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.80097,44.52284,3253.84,991.77
2,-72.80047,44.52258,3197.83,974.7
3,-72.79989,44.52238,3131.79,954.57
4,-72.79958,44.52239,3099.67,944.78
5,-72.79934,44.52235,3069.78,935.67
6,-72.79907,44.52225,3031.73,924.07
7,-72.7987,44.52216,2989.76,911.28
8,-72.79832,44.52217,2948.33,898.65
9,-72.79798,44.52221,2909.97,886.96
10,-72.79768,44.52255,2895.44,882.53
