ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.80391,44.525,3195.01,973.84
2,-72.80331,44.52523,3104.23,946.17
3,-72.80305,44.52533,3068.9,935.4
4,-72.80214,44.52541,2986.09,910.16
5,-72.80086,44.52565,2825.89,861.33
6,-72.80067,44.5257,2798.65,853.03
7,-72.79977,44.52592,2680.97,817.16
8,-72.79883,44.52612,2577.17,785.52
9,-72.79749,44.52641,2446.62,745.73
10,-72.79698,44.52657,2388.78,728.1
11,-72.79598,44.52679,2258.63,688.43
12,-72.7951,44.52706,2129.95,649.21
13,-72.79423,44.52718,2049.64,624.73
