ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.80606,44.52798,2883.5,878.89
2,-72.80573,44.52788,2869.09,874.5
3,-72.80545,44.5278,2858.86,871.38
4,-72.80501,44.5277,2828.18,862.03
5,-72.80476,44.5277,2811.09,856.82
6,-72.8044,44.52777,2787.99,849.78
7,-72.80391,44.52788,2756.5,840.18
8,-72.80361,44.52791,2738.81,834.79
9,-72.80312,44.52795,2711.52,826.47
10,-72.80279,44.52795,2702.59,823.75
11,-72.80255,44.52792,2696.95,822.03
12,-72.8022,44.52781,2681.2,817.23
13,-72.80176,44.52767,2656.86,809.81
14,-72.80143,44.52768,2638.45,804.2
