ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.79722,44.53485,2072.15,631.59
2,-72.79672,44.53486,2042.98,622.7
3,-72.79618,44.53486,2009.78,612.58
4,-72.7958,44.53468,1985.83,605.28
5,-72.79538,44.53446,1953.77,595.51
6,-72.79465,44.53409,1899.74,579.04
7,-72.79433,44.53396,1875.2,571.56
8,-72.79407,44.53394,1862.11,567.57
9,-72.79376,44.53382,1845.87,562.62
10,-72.79337,44.53358,1817.75,554.05
11,-72.79287,44.5333,1779.36,542.35
12,-72.79229,44.53301,1738.29,529.83
13,-72.79194,44.53274,1711.32,521.61
14,-72.79163,44.53247,1687.24,514.27
15,-72.7911,44.53221,1658.3,505.45
16,-72.79083,44.53209,1640.85,500.13
