ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.81088,44.5364,3235.04,986.04
2,-72.81074,44.53639,3224.25,982.75
3,-72.8105,44.53627,3201.61,975.85
4,-72.81011,44.53596,3160.5,963.32
5,-72.80961,44.53575,3120.54,951.14
6,-72.80896,44.53563,3075.62,937.45
7,-72.80856,44.5355,3051.57,930.12
8,-72.80794,44.5353,3004.59,915.8
9,-72.80735,44.53515,2965.26,903.81
10,-72.80676,44.53513,2933.99,894.28
11,-72.80618,44.5352,2901.9,884.5
12,-72.80576,44.53517,2877.92,877.19
13,-72.80523,44.53492,2823.52,860.61
14,-72.80494,44.53483,2796.13,852.26
15,-72.8046,44.5348,2775.85,846.08
16,-72.80427,44.5348,2748.16,837.64
17,-72.80377,44.53461,2697.38,822.16
18,-72.8036,44.53444,2676.44,815.78
19,-72.80346,44.53415,2640.39,804.79
20,-72.80321,44.53398,2611.35,795.94
21,-72.80288,44.53389,2585.5,788.06
22,-72.80223,44.53367,2519.39,767.91
23,-72.80141,44.5334,2437.24,742.87
24,-72.80074,44.5332,2386.25,727.33
