ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.7959,44.52052,2714.07,827.25
2,-72.79589,44.52075,2715.16,827.58
3,-72.79573,44.52089,2702.3,823.66
4,-72.79552,44.52098,2687.17,819.05
5,-72.79549,44.52111,2686.71,818.91
6,-72.79554,44.5212,2689.27,819.69
7,-72.79521,44.52127,2667.19,812.96
8,-72.79481,44.52144,2637.53,803.92
9,-72.79445,44.52152,2600.43,792.61
10,-72.79384,44.52152,2538.16,773.63
11,-72.79348,44.52158,2517.52,767.34
12,-72.79313,44.52169,2479.59,755.78
13,-72.79276,44.52174,2443.04,744.64
14,-72.79249,44.52177,2418.8,737.25
15,-72.79182,44.5218,2366.11,721.19
16,-72.79163,44.52184,2347.7,715.58
17,-72.79145,44.52194,2327.76,709.5
18,-72.79094,44.52238,2279.86,694.9
19,-72.79025,44.52305,2172.08,662.05
20,-72.78957,44.52397,2036.48,620.72
21,-72.78889,44.52465,1940.85,591.57
22,-72.78884,44.52469,1935.99,590.09
23,-72.78798,44.52527,1851.84,564.44
