ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.78122,44.5411,2358.17,718.77
2,-72.78132,44.54092,2350.16,716.33
3,-72.78117,44.54061,2315.68,705.82
4,-72.78096,44.5404,2307.09,703.2
5,-72.7807,44.54023,2274.25,693.19
6,-72.78053,44.54008,2254.69,687.23
7,-72.78034,44.53999,2235.96,681.52
8,-72.78013,44.53998,2223.72,677.79
9,-72.77995,44.54003,2198.36,670.06
10,-72.77993,44.54014,2192.36,668.23
11,-72.78006,44.54026,2200.39,670.68
12,-72.78023,44.54034,2207.25,672.77
13,-72.78031,44.54047,2213.25,674.6
14,-72.7803,44.54059,2222.97,677.56
15,-72.77998,44.5411,2257.78,688.17
16,-72.78003,44.54126,2279.69,694.85
17,-72.78011,44.54139,2292.82,698.85
18,-72.78025,44.54144,2308.23,703.55
19,-72.78042,44.54144,2314.47,705.45
20,-72.78089,44.54133,2352,716.89
21,-72.78122,44.5411,2358.17,718.77
