ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.79924,44.52392,2934.68,894.49
2,-72.79877,44.52406,2870.96,875.07
3,-72.79818,44.52424,2794.03,851.62
4,-72.79761,44.52442,2716.86,828.1
5,-72.79712,44.52459,2635.7,803.36
6,-72.79655,44.52474,2558.4,779.8
7,-72.79608,44.52487,2497.67,761.29
8,-72.79542,44.52507,2401.71,732.04
9,-72.79468,44.52531,2307.09,703.2
10,-72.79403,44.52556,2231.33,680.11
11,-72.79376,44.52568,2199.7,670.47
12,-72.79345,44.52583,2162.27,659.06
13,-72.79315,44.52595,2116.21,645.02
14,-72.79263,44.52605,2042.32,622.5
15,-72.79191,44.52619,1975.16,602.03
