ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.80279,44.52324,3323.13,1012.89
2,-72.80268,44.52303,3314.67,1010.31
3,-72.80246,44.52284,3305.05,1007.38
4,-72.80212,44.52256,3288.39,1002.3
5,-72.80158,44.52214,3248.75,990.22
6,-72.80149,44.52207,3239.86,987.51
7,-72.80115,44.52183,3200.26,975.44
8,-72.80099,44.52154,3164.5,964.54
9,-72.80089,44.52136,3144.49,958.44
