ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.7807,44.54698,2890.55,881.04
2,-72.78033,44.54682,2864.44,873.08
3,-72.78006,44.54671,2845.6,867.34
4,-72.77998,44.54663,2835.47,864.25
5,-72.78,44.54646,2825.39,861.18
6,-72.7801,44.54626,2819.75,859.46
7,-72.78023,44.54608,2818.21,858.99
8,-72.78036,44.5458,2790.32,850.49
9,-72.78031,44.54564,2778.77,846.97
10,-72.78018,44.54543,2757.64,840.53
11,-72.78012,44.54536,2744.19,836.43
12,-72.78003,44.54524,2724.48,830.42
13,-72.78003,44.54503,2690.75,820.14
14,-72.78029,44.54456,2623.33,799.59
