-71.6275493,44.037676
-71.6275334,44.03800520000001
-71.6275625,44.038236700000006
-71.62774449999999,44.038450100000006
-71.62792970000001,44.03853500000001
-71.62824499999999,44.038626900000004
-71.62837039999998,44.03873360000001
-71.62851169999999,44.038963100000004
-71.6286142,44.0390232
-71.62875409999998,44.039058100000005
-71.62886809999998,44.0390431
-71.6289839,44.038980200000005
-71.62913199999998,44.0388073
-71.629324,44.038704700000004
-71.6294207,44.038690800000005
-71.6295397,44.038673700000004
-71.629699,44.038673700000004
-71.62989829999998,44.038634200000004
-71.630126,44.0384724
-71.6302776,44.038337600000006
-71.6305466,44.03831810000001
-71.63075179999998,44.038295600000005
