-72.76489090000001,43.195721500000005
-72.76489310000001,43.19561510000001
-72.76490300000002,43.19551300000001
-72.7649311,43.19541200000001
-72.76499420000002,43.19530970000001
-72.76507679999999,43.195220500000005
-72.7651629,43.19512610000001
-72.76525350000001,43.1949935
-72.765316,43.1948717
-72.76539109999999,43.19473090000001
-72.7654716,43.194613600000004
-72.7655628,43.1944806
-72.76566470000002,43.19433590000001
-72.76575209999999,43.1941945
-72.76587549999999,43.19407520000001
